Unnamed: 0,date,Infected,Area
28,2019-12-03,2,Rangpur
29,2019-12-02,3,Rangpur
30,2019-12-01,6,Rangpur
31,2019-11-30,1,Rangpur
32,2019-11-29,1,Rangpur
33,2019-11-28,1,Rangpur
34,2019-11-27,0,Rangpur
35,2019-11-26,1,Rangpur
36,2019-11-25,3,Rangpur
37,2019-11-24,1,Rangpur
38,2019-11-23,3,Rangpur
39,2019-11-22,0,Rangpur
40,2019-11-21,1,Rangpur
41,2019-11-20,2,Rangpur
42,2019-11-19,1,Rangpur
43,2019-11-18,3,Rangpur
44,2019-11-17,3,Rangpur
45,2019-11-16,1,Rangpur
46,2019-11-15,1,Rangpur
47,2019-11-14,2,Rangpur
48,2019-11-13,0,Rangpur
49,2019-11-12,0,Rangpur
50,2019-11-11,2,Rangpur
51,2019-11-10,2,Rangpur
52,2019-11-09,2,Rangpur
53,2019-11-08,0,Rangpur
54,2019-11-07,3,Rangpur
55,2019-11-06,4,Rangpur
56,2019-11-05,3,Rangpur
57,2019-11-04,1,Rangpur
58,2019-11-03,2,Rangpur
59,2019-11-02,1,Rangpur
60,2019-11-01,3,Rangpur
61,2019-10-31,6,Rangpur
62,2019-10-30,4,Rangpur
63,2019-10-29,3,Rangpur
64,2019-10-28,4,Rangpur
65,2019-10-27,3,Rangpur
66,2019-10-26,11,Rangpur
67,2019-10-25,2,Rangpur
68,2019-10-24,5,Rangpur
69,2019-10-23,6,Rangpur
70,2019-10-22,5,Rangpur
71,2019-10-21,5,Rangpur
72,2019-10-20,1,Rangpur
73,2019-10-19,0,Rangpur
74,2019-10-18,4,Rangpur
75,2019-10-17,6,Rangpur
76,2019-10-16,2,Rangpur
77,2019-10-15,7,Rangpur
78,2019-10-14,3,Rangpur
79,2019-10-13,2,Rangpur
80,2019-10-12,2,Rangpur
81,2019-10-11,2,Rangpur
82,2019-10-10,3,Rangpur
83,2019-10-09,8,Rangpur
84,2019-10-08,2,Rangpur
85,2019-10-07,8,Rangpur
86,2019-10-06,1,Rangpur
87,2019-10-05,2,Rangpur
88,2019-10-04,4,Rangpur
89,2019-10-03,2,Rangpur
90,2019-10-02,7,Rangpur
91,2019-10-01,7,Rangpur
92,2019-09-30,8,Rangpur
93,2019-09-29,10,Rangpur
94,2019-09-28,8,Rangpur
95,2019-09-27,4,Rangpur
96,2019-09-26,11,Rangpur
97,2019-09-25,9,Rangpur
98,2019-09-24,3,Rangpur
99,2019-09-23,8,Rangpur
100,2019-09-22,9,Rangpur
101,2019-09-21,8,Rangpur
102,2019-09-20,3,Rangpur
103,2019-09-19,16,Rangpur
104,2019-09-18,6,Rangpur
105,2019-09-17,8,Rangpur
106,2019-09-16,10,Rangpur
107,2019-09-15,10,Rangpur
108,2019-09-14,8,Rangpur
109,2019-09-13,8,Rangpur
110,2019-09-12,12,Rangpur
111,2019-09-11,12,Rangpur
112,2019-09-10,9,Rangpur
113,2019-09-09,13,Rangpur
114,2019-09-08,13,Rangpur
115,2019-09-07,11,Rangpur
116,2019-09-06,8,Rangpur
117,2019-09-05,16,Rangpur
118,2019-09-04,13,Rangpur
119,2019-09-03,21,Rangpur
120,2019-09-02,17,Rangpur
121,2019-09-01,17,Rangpur
122,2019-08-31,12,Rangpur
123,2019-08-30,11,Rangpur
124,2019-08-29,15,Rangpur
125,2019-08-28,13,Rangpur
126,2019-08-27,21,Rangpur
127,2019-08-26,20,Rangpur
128,2019-08-25,28,Rangpur
129,2019-08-24,24,Rangpur
1,2019-12-30,0,Sylhet
2,2019-12-29,0,Sylhet
3,2019-12-28,0,Sylhet
4,2019-12-27,0,Sylhet
5,2019-12-26,0,Sylhet
6,2019-12-25,0,Sylhet
7,2019-12-24,0,Sylhet
8,2019-12-23,0,Sylhet
9,2019-12-22,0,Sylhet
10,2019-12-21,0,Sylhet
11,2019-12-20,0,Sylhet
12,2019-12-19,0,Sylhet
13,2019-12-18,0,Sylhet
14,2019-12-17,0,Sylhet
15,2019-12-16,0,Sylhet
16,2019-12-15,0,Sylhet
17,2019-12-14,0,Sylhet
18,2019-12-13,0,Sylhet
19,2019-12-12,0,Sylhet
20,2019-12-11,0,Sylhet
21,2019-12-10,1,Sylhet
22,2019-12-09,0,Sylhet
23,2019-12-08,0,Sylhet
24,2019-12-07,0,Sylhet
25,2019-12-06,0,Sylhet
26,2019-12-05,0,Sylhet
27,2019-12-04,0,Sylhet
28,2019-12-03,0,Sylhet
29,2019-12-02,0,Sylhet
30,2019-12-01,0,Sylhet
31,2019-11-30,2,Sylhet
32,2019-11-29,0,Sylhet
33,2019-11-28,0,Sylhet
34,2019-11-27,0,Sylhet
35,2019-11-26,1,Sylhet
36,2019-11-25,0,Sylhet
37,2019-11-24,0,Sylhet
38,2019-11-23,0,Sylhet
39,2019-11-22,0,Sylhet
40,2019-11-21,0,Sylhet
41,2019-11-20,0,Sylhet
42,2019-11-19,1,Sylhet
43,2019-11-18,0,Sylhet
44,2019-11-17,1,Sylhet
45,2019-11-16,1,Sylhet
46,2019-11-15,1,Sylhet
47,2019-11-14,0,Sylhet
48,2019-11-13,2,Sylhet
49,2019-11-12,1,Sylhet
50,2019-11-11,0,Sylhet
51,2019-11-10,0,Sylhet
52,2019-11-09,6,Sylhet
53,2019-11-08,0,Sylhet
54,2019-11-07,1,Sylhet
55,2019-11-06,3,Sylhet
56,2019-11-05,0,Sylhet
57,2019-11-04,0,Sylhet
58,2019-11-03,1,Sylhet
59,2019-11-02,1,Sylhet
60,2019-11-01,1,Sylhet
61,2019-10-31,0,Sylhet
62,2019-10-30,0,Sylhet
63,2019-10-29,2,Sylhet
64,2019-10-28,2,Sylhet
65,2019-10-27,2,Sylhet
66,2019-10-26,1,Sylhet
67,2019-10-25,1,Sylhet
68,2019-10-24,2,Sylhet
69,2019-10-23,2,Sylhet
70,2019-10-22,3,Sylhet
71,2019-10-21,3,Sylhet
72,2019-10-20,1,Sylhet
73,2019-10-19,0,Sylhet
74,2019-10-18,2,Sylhet
75,2019-10-17,0,Sylhet
76,2019-10-16,1,Sylhet
77,2019-10-15,1,Sylhet
78,2019-10-14,3,Sylhet
79,2019-10-13,3,Sylhet
80,2019-10-12,1,Sylhet
81,2019-10-11,2,Sylhet
82,2019-10-10,1,Sylhet
83,2019-10-09,1,Sylhet
84,2019-10-08,1,Sylhet
85,2019-10-07,1,Sylhet
86,2019-10-06,2,Sylhet
87,2019-10-05,3,Sylhet
88,2019-10-04,0,Sylhet
89,2019-10-03,1,Sylhet
90,2019-10-02,5,Sylhet
91,2019-10-01,5,Sylhet
92,2019-09-30,5,Sylhet
93,2019-09-29,1,Sylhet
94,2019-09-28,1,Sylhet
95,2019-09-27,5,Sylhet
96,2019-09-26,3,Sylhet
97,2019-09-25,5,Sylhet
98,2019-09-24,3,Sylhet
99,2019-09-23,5,Sylhet
100,2019-09-22,8,Sylhet
101,2019-09-21,2,Sylhet
102,2019-09-20,3,Sylhet
103,2019-09-19,2,Sylhet
104,2019-09-18,5,Sylhet
105,2019-09-17,3,Sylhet
106,2019-09-16,8,Sylhet
107,2019-09-15,4,Sylhet
108,2019-09-14,9,Sylhet
109,2019-09-13,6,Sylhet
110,2019-09-12,13,Sylhet
111,2019-09-11,5,Sylhet
112,2019-09-10,4,Sylhet
113,2019-09-09,7,Sylhet
114,2019-09-08,9,Sylhet
115,2019-09-07,11,Sylhet
116,2019-09-06,9,Sylhet
117,2019-09-05,5,Sylhet
118,2019-09-04,8,Sylhet
119,2019-09-03,6,Sylhet
120,2019-09-02,9,Sylhet
121,2019-09-01,10,Sylhet
122,2019-08-31,6,Sylhet
123,2019-08-30,5,Sylhet
124,2019-08-29,13,Sylhet
125,2019-08-28,9,Sylhet
126,2019-08-27,14,Sylhet
127,2019-08-26,9,Sylhet
128,2019-08-25,10,Sylhet
129,2019-08-24,8,Sylhet
