Station,Date,temp
Satkhira,2018-06-22,30.7
Satkhira,2018-06-23,29
Satkhira,2018-06-24,29
Satkhira,2018-06-25,26.7
Satkhira,2018-06-26,28.1
Satkhira,2018-06-27,28.8
Satkhira,2018-06-28,28.7
Satkhira,2018-06-29,29.1
Satkhira,2018-06-30,30.6
Satkhira,2018-07-01,31
Satkhira,2018-07-02,30.2
Satkhira,2018-07-03,28.8
Satkhira,2018-07-04,28.3
Satkhira,2018-07-05,28.9
Satkhira,2018-07-06,30.4
Satkhira,2018-07-07,30.7
Satkhira,2018-07-08,29.7
Satkhira,2018-07-09,29.8
Satkhira,2018-07-10,28.9
Satkhira,2018-07-11,30.3
Satkhira,2018-07-12,30.9
Satkhira,2018-07-13,30.1
Satkhira,2018-07-14,30.5
Satkhira,2018-07-15,30
Satkhira,2018-07-16,29.2
Satkhira,2018-07-17,29.3
Satkhira,2018-07-18,30.5
Satkhira,2018-07-19,32.4
Satkhira,2018-07-20,31
Satkhira,2018-07-21,29.1
Satkhira,2018-07-22,28.2
Satkhira,2018-07-23,28.2
Satkhira,2018-07-24,28.8
Satkhira,2018-07-25,28.4
Satkhira,2018-07-26,26.7
Satkhira,2018-07-27,28.3
Satkhira,2018-07-28,29.2
Satkhira,2018-07-29,29
Satkhira,2018-07-30,29.3
Satkhira,2018-07-31,28.8
Satkhira,2018-08-01,26.7
Satkhira,2018-08-02,28.1
Satkhira,2018-08-03,28.5
Satkhira,2018-08-04,30.3
Satkhira,2018-08-05,29.6
Satkhira,2018-08-06,28.7
Satkhira,2018-08-07,29
Satkhira,2018-08-08,29.8
Satkhira,2018-08-09,29.3
Satkhira,2018-08-10,30.4
Satkhira,2018-08-11,30.4
Satkhira,2018-08-12,30.2
Satkhira,2018-08-13,30.4
Satkhira,2018-08-14,30.6
Satkhira,2018-08-15,28.7
Satkhira,2018-08-16,29.5
Satkhira,2018-08-17,30.3
Satkhira,2018-08-18,31.2
Satkhira,2018-08-19,28.2
Satkhira,2018-08-20,28.7
Satkhira,2018-08-21,29.5
Satkhira,2018-08-22,29.6
Satkhira,2018-08-23,30.4
Satkhira,2018-08-24,29.1
Satkhira,2018-08-25,30.5
Satkhira,2018-08-26,30.6
Satkhira,2018-08-27,29.4
Satkhira,2018-08-28,29.7
Satkhira,2018-08-29,29.2
Satkhira,2018-08-30,29.9
Satkhira,2018-08-31,29.4
Satkhira,2018-09-01,29.3
Satkhira,2018-09-02,28.9
Satkhira,2018-09-03,29.1
Satkhira,2018-09-04,29.3
Satkhira,2018-09-05,29.6
Satkhira,2018-09-06,27.6
Satkhira,2018-09-07,28.8
Satkhira,2018-09-08,30
Satkhira,2018-09-09,29.7
Satkhira,2018-09-10,29.9
Satkhira,2018-09-11,28.6
Satkhira,2018-09-12,29.5
Satkhira,2018-09-13,30.3
Satkhira,2018-09-14,30
Satkhira,2018-09-15,30.8
Satkhira,2018-09-16,30.3
Satkhira,2018-09-17,31.1
Satkhira,2018-09-18,31.3
Satkhira,2018-09-19,31.6
Satkhira,2018-09-20,28
Satkhira,2018-09-21,26.9
Satkhira,2018-09-22,28.8
Satkhira,2018-09-23,30
Satkhira,2018-09-24,30.5
Satkhira,2018-09-25,30.5
Satkhira,2018-09-26,30.5
Satkhira,2018-09-27,29.3
Satkhira,2018-09-28,30
Satkhira,2018-09-29,29.8
Satkhira,2018-09-30,29.6
Satkhira,2018-10-01,29.4
Satkhira,2018-10-02,30.2
Satkhira,2018-10-03,30
Satkhira,2018-10-04,29.4
Satkhira,2018-10-05,29.4
Satkhira,2018-10-06,29
Satkhira,2018-10-07,28.9
Satkhira,2018-10-08,28.8
Satkhira,2018-10-09,28.4
Satkhira,2018-10-10,26
Satkhira,2018-10-11,26.8
Satkhira,2018-10-12,26.3
Satkhira,2018-10-13,25.3
Satkhira,2018-10-14,25.6
Satkhira,2018-10-15,26.7
Satkhira,2018-10-16,25.9
Satkhira,2018-10-17,26.1
Satkhira,2018-10-18,27.4
Satkhira,2018-10-19,28
Satkhira,2018-10-20,28.2
Satkhira,2018-10-21,27.5
Satkhira,2018-10-22,26.8
Satkhira,2018-10-23,27.1
Satkhira,2018-10-24,25.9
Satkhira,2018-10-25,24.7
Satkhira,2018-10-26,23.8
Satkhira,2018-10-27,24.7
Satkhira,2018-10-28,25.3
Satkhira,2018-10-29,24.2
Satkhira,2018-10-30,25.3
Satkhira,2018-10-31,26.6
Satkhira,2018-11-01,26.9
Satkhira,2018-11-02,26.7
Satkhira,2018-11-03,27
Satkhira,2018-11-04,26.7
Satkhira,2018-11-05,27.5
Satkhira,2018-11-06,26.3
Satkhira,2018-11-07,24.9
Satkhira,2018-11-08,24.2
Satkhira,2018-11-09,22.4
Satkhira,2018-11-10,22.5
Satkhira,2018-11-11,23.3
Satkhira,2018-11-12,23.3
Satkhira,2018-11-13,23.4
Satkhira,2018-11-14,23.6
Satkhira,2018-11-15,25.3
Satkhira,2018-11-16,24.9
Satkhira,2018-11-17,24.3
Satkhira,2018-11-18,23
Satkhira,2018-11-19,22.8
Satkhira,2018-11-20,22.7
Satkhira,2018-11-21,22.2
Satkhira,2018-11-22,21.3
Satkhira,2018-11-23,21.2
Satkhira,2018-11-24,20.8
Satkhira,2018-11-25,21.5
Satkhira,2018-11-26,21.2
Satkhira,2018-11-27,23.3
Satkhira,2018-11-28,22.2
Satkhira,2018-11-29,22.6
Satkhira,2018-11-30,21.2
Satkhira,2018-12-01,21.9
Satkhira,2018-12-02,20.3
Satkhira,2018-12-03,19.8
Satkhira,2018-12-04,18.9
Satkhira,2018-12-05,19.5
Satkhira,2018-12-06,18.7
Satkhira,2018-12-07,18.1
Satkhira,2018-12-08,17.9
Satkhira,2018-12-09,18.2
Satkhira,2018-12-10,18.9
Satkhira,2018-12-11,18.9
Satkhira,2018-12-12,19.8
Satkhira,2018-12-13,20.3
Satkhira,2018-12-14,20.8
Satkhira,2018-12-15,20.8
Satkhira,2018-12-16,20.8
Satkhira,2018-12-17,19
Satkhira,2018-12-18,17.7
Satkhira,2018-12-19,17.7
Satkhira,2018-12-20,16.8
Satkhira,2018-12-21,16.2
Satkhira,2018-12-22,16.7
Satkhira,2018-12-23,17.2
Satkhira,2018-12-24,17.1
Satkhira,2018-12-25,16.3
Satkhira,2018-12-26,15.2
Satkhira,2018-12-27,15.2
Satkhira,2018-12-28,14.3
Satkhira,2018-12-29,14.2
Satkhira,2018-12-30,16.6
Satkhira,2018-12-31,16.7
Satkhira,2019-01-01,16.8
Satkhira,2019-01-02,17.3
Satkhira,2019-01-03,16.5
Satkhira,2019-01-04,15.7
Satkhira,2019-01-05,16.4
Satkhira,2019-01-06,17.5
Satkhira,2019-01-07,17.4
Satkhira,2019-01-08,17.8
Satkhira,2019-01-09,17.2
Satkhira,2019-01-10,16.7
Satkhira,2019-01-11,15.9
Satkhira,2019-01-12,17.6
Satkhira,2019-01-13,17.5
Satkhira,2019-01-14,18.3
Satkhira,2019-01-15,17.3
Satkhira,2019-01-16,16.3
Satkhira,2019-01-17,16.4
Satkhira,2019-01-18,16.8
Satkhira,2019-01-19,17
Satkhira,2019-01-20,17.1
Satkhira,2019-01-21,17.5
Satkhira,2019-01-22,18.5
Satkhira,2019-01-23,19.3
Satkhira,2019-01-24,20.2
Satkhira,2019-01-25,20.5
Satkhira,2019-01-26,22
Satkhira,2019-01-27,21.6
Satkhira,2019-01-28,20.3
Satkhira,2019-01-29,17.5
Satkhira,2019-01-30,16
Satkhira,2019-01-31,17.1
Satkhira,2019-02-01,19
Satkhira,2019-02-02,18.7
Satkhira,2019-02-03,19.2
Satkhira,2019-02-04,19.3
Satkhira,2019-02-05,18.3
Satkhira,2019-02-06,19
Satkhira,2019-02-07,20.8
Satkhira,2019-02-08,22.9
Satkhira,2019-02-09,22
Satkhira,2019-02-10,19
Satkhira,2019-02-11,18.5
Satkhira,2019-02-12,19.1
Satkhira,2019-02-13,20.1
Satkhira,2019-02-14,21.3
Satkhira,2019-02-15,22
Satkhira,2019-02-16,20.6
Satkhira,2019-02-17,21.5
Satkhira,2019-02-18,20.5
Satkhira,2019-02-19,23.3
Satkhira,2019-02-20,24.5
Satkhira,2019-02-21,24.2
Satkhira,2019-02-22,25.8
Satkhira,2019-02-23,25.7
Satkhira,2019-02-24,24
Satkhira,2019-02-25,20
Satkhira,2019-02-26,20
Satkhira,2019-02-27,21.9
Satkhira,2019-02-28,21.4
Satkhira,2019-03-01,20
Satkhira,2019-03-02,19.6
Satkhira,2019-03-03,21.8
Satkhira,2019-03-04,24.1
Satkhira,2019-03-05,24.7
Satkhira,2019-03-06,23.9
Satkhira,2019-03-07,23.2
Satkhira,2019-03-08,22.7
Satkhira,2019-03-09,23.4
Satkhira,2019-03-10,26.3
Satkhira,2019-03-11,27.2
Satkhira,2019-03-12,27.9
Satkhira,2019-03-13,28
Satkhira,2019-03-14,28.2
Satkhira,2019-03-15,27.5
Satkhira,2019-03-16,26.6
Satkhira,2019-03-17,26.8
Satkhira,2019-03-18,24.2
Satkhira,2019-03-19,26.9
Satkhira,2019-03-20,26
Satkhira,2019-03-21,28.6
Satkhira,2019-03-22,27.4
Satkhira,2019-03-23,25.4
Satkhira,2019-03-24,24.6
Satkhira,2019-03-25,26.8
Satkhira,2019-03-26,26.2
Satkhira,2019-03-27,25.6
Satkhira,2019-03-28,27.6
Satkhira,2019-03-29,28.7
Satkhira,2019-03-30,29.2
Satkhira,2019-03-31,29.1
Satkhira,2019-04-01,26.6
Satkhira,2019-04-02,28.8
Satkhira,2019-04-03,29.4
Satkhira,2019-04-04,29
Satkhira,2019-04-05,28.5
Satkhira,2019-04-06,26.3
Satkhira,2019-04-07,26.5
Satkhira,2019-04-08,27.7
Satkhira,2019-04-09,26.8
Satkhira,2019-04-10,26.6
Satkhira,2019-04-11,29.2
Satkhira,2019-04-12,29.7
Satkhira,2019-04-13,28.8
Satkhira,2019-04-14,30
Satkhira,2019-04-15,30.6
Satkhira,2019-04-16,29.8
Satkhira,2019-04-17,28.7
Satkhira,2019-04-18,27.8
Satkhira,2019-04-19,28.1
Satkhira,2019-04-20,28.8
Satkhira,2019-04-21,28.5
Satkhira,2019-04-22,28
Satkhira,2019-04-23,30.2
Satkhira,2019-04-24,31.1
Satkhira,2019-04-25,30.8
Satkhira,2019-04-26,30.3
Satkhira,2019-04-27,31.9
Satkhira,2019-04-28,31.8
Satkhira,2019-04-29,31.6
Satkhira,2019-04-30,31.4
Satkhira,2019-05-01,31.7
Satkhira,2019-05-02,31.1
Satkhira,2019-05-03,27.3
Satkhira,2019-05-04,25.4
Satkhira,2019-05-05,30.1
Satkhira,2019-05-06,31.5
Satkhira,2019-05-07,31.7
Satkhira,2019-05-08,32.1
Satkhira,2019-05-09,32
Satkhira,2019-05-10,32.2
Satkhira,2019-05-11,31.9
Satkhira,2019-05-12,32
Satkhira,2019-05-13,30.6
Satkhira,2019-05-14,28.2
Satkhira,2019-05-15,30.3
Satkhira,2019-05-16,31.8
Satkhira,2019-05-17,32.2
Satkhira,2019-05-18,32.3
Satkhira,2019-05-19,31.7
Satkhira,2019-05-20,32.4
Satkhira,2019-05-21,32.4
Satkhira,2019-05-22,31.8
Satkhira,2019-05-23,30.9
Satkhira,2019-05-24,32.2
Satkhira,2019-05-25,27.3
Satkhira,2019-05-26,31.1
Satkhira,2019-05-27,32.1
Satkhira,2019-05-28,32.1
Satkhira,2019-05-29,32.1
Satkhira,2019-05-30,31.9
Satkhira,2019-05-31,30.8
Satkhira,2019-06-01,31.8
Satkhira,2019-06-02,26.8
Satkhira,2019-06-03,30.5
Satkhira,2019-06-04,26.8
Satkhira,2019-06-05,27.3
Satkhira,2019-06-06,28.6
Satkhira,2019-06-07,28.7
Satkhira,2019-06-08,29.8
Satkhira,2019-06-09,31.1
Satkhira,2019-06-10,32.4
Satkhira,2019-06-11,32.2
Satkhira,2019-06-12,31.2
Satkhira,2019-06-13,30.9
Satkhira,2019-06-14,32.3
Satkhira,2019-06-15,30.5
Satkhira,2019-06-16,32
Satkhira,2019-06-17,32.5
Satkhira,2019-06-18,30.8
Satkhira,2019-06-19,32.1
Satkhira,2019-06-20,31.7
Satkhira,2019-06-21,30.1
Satkhira,2019-06-22,30.9
Satkhira,2019-06-23,31.2
Satkhira,2019-06-24,32
Satkhira,2019-06-25,32.3
Satkhira,2019-06-26,32.2
Satkhira,2019-06-27,31.7
Satkhira,2019-06-28,29.8
Satkhira,2019-06-29,30.1
Satkhira,2019-06-30,30.6
Satkhira,2019-07-01,29.2
Satkhira,2019-07-02,29.4
Satkhira,2019-07-03,30
Satkhira,2019-07-04,30.9
Satkhira,2019-07-05,29.5
Satkhira,2019-07-06,29.4
Satkhira,2019-07-07,29.5
Satkhira,2019-07-08,30.5
Satkhira,2019-07-09,30.8
Satkhira,2019-07-10,31
Satkhira,2019-07-11,29.9
Satkhira,2019-07-12,30.2
Satkhira,2019-07-13,30.6
Satkhira,2019-07-14,31.8
Satkhira,2019-07-15,30.9
Satkhira,2019-07-16,30.9
Satkhira,2019-07-17,31.9
Satkhira,2019-07-18,30.7
Satkhira,2019-07-19,31.1
Satkhira,2019-07-20,31.3
Satkhira,2019-07-21,31.5
Satkhira,2019-07-22,31.4
Satkhira,2019-07-23,31.7
Satkhira,2019-07-24,29.6
Satkhira,2019-07-25,29.4
Satkhira,2019-07-26,27.6
Satkhira,2019-07-27,28.8
Satkhira,2019-07-28,28.8
Satkhira,2019-07-29,28.7
Satkhira,2019-07-30,29
Satkhira,2019-07-31,28.5
Satkhira,2019-08-01,30.2
Satkhira,2019-08-02,29.6
Satkhira,2019-08-03,29.6
Satkhira,2019-08-04,30.4
Satkhira,2019-08-05,31.9
Satkhira,2019-08-06,29.8
Satkhira,2019-08-07,28.2
Satkhira,2019-08-08,27.2
Satkhira,2019-08-09,29.8
Satkhira,2019-08-10,31.2
Satkhira,2019-08-11,31.3
Satkhira,2019-08-12,29.1
Satkhira,2019-08-13,27.6
Satkhira,2019-08-14,28
Satkhira,2019-08-15,27.4
Satkhira,2019-08-16,29
Satkhira,2019-08-17,26.7
Satkhira,2019-08-18,28.8
Satkhira,2019-08-19,30.4
Satkhira,2019-08-20,30.2
Satkhira,2019-08-21,31.1
Satkhira,2019-08-22,30
Satkhira,2019-08-23,30.6
Satkhira,2019-08-24,28.2
Satkhira,2019-08-25,28.8
Satkhira,2019-08-26,29
Satkhira,2019-08-27,30.4
Satkhira,2019-08-28,30.7
Satkhira,2019-08-29,29.3
Satkhira,2019-08-30,30.6
Satkhira,2019-08-31,30.3
Satkhira,2019-09-01,29.9
Satkhira,2019-09-02,30
Satkhira,2019-09-03,29.5
Satkhira,2019-09-04,28.9
Satkhira,2019-09-05,30.2
Satkhira,2019-09-06,30
Satkhira,2019-09-07,28.8
Satkhira,2019-09-08,28.2
Satkhira,2019-09-09,29.9
Satkhira,2019-09-10,29.7
Satkhira,2019-09-11,28.7
Satkhira,2019-09-12,28
Satkhira,2019-09-13,29.4
Satkhira,2019-09-14,29.8
Satkhira,2019-09-15,30.7
Satkhira,2019-09-16,30.3
Satkhira,2019-09-17,29.8
Satkhira,2019-09-18,29.2
Satkhira,2019-09-19,30.4
Satkhira,2019-09-20,30.8
Satkhira,2019-09-21,28.4
Satkhira,2019-09-22,29.3
Satkhira,2019-09-23,29
Satkhira,2019-09-24,26.9
Satkhira,2019-09-25,26.6
Satkhira,2019-09-26,26.9
Satkhira,2019-09-27,27.7
Satkhira,2019-09-28,26.9
Satkhira,2019-09-29,26.8
Satkhira,2019-09-30,28
Satkhira,2019-10-01,29.2
Satkhira,2019-10-02,29.8
Satkhira,2019-10-03,29.2
Satkhira,2019-10-04,30.1
Satkhira,2019-10-05,30.1
Satkhira,2019-10-06,28.8
Satkhira,2019-10-07,27.2
Satkhira,2019-10-08,28.9
Satkhira,2019-10-09,26.9
Satkhira,2019-10-10,27.8
Satkhira,2019-10-11,28.3
Satkhira,2019-10-12,29.1
Satkhira,2019-10-13,28.9
Satkhira,2019-10-14,28.2
Satkhira,2019-10-15,28.8
Satkhira,2019-10-16,27.5
Satkhira,2019-10-17,29
Satkhira,2019-10-18,29.3
Satkhira,2019-10-19,29.6
Satkhira,2019-10-20,29.3
Satkhira,2019-10-21,28.9
Satkhira,2019-10-22,28.8
Satkhira,2019-10-23,27.1
Satkhira,2019-10-24,23.7
Satkhira,2019-10-25,24.2
Satkhira,2019-10-26,24.7
Satkhira,2019-10-27,25.8
Satkhira,2019-10-28,25.5
Satkhira,2019-10-29,25.6
Satkhira,2019-10-30,25.8
Satkhira,2019-10-31,25.6
Satkhira,2019-11-01,25.9
Satkhira,2019-11-02,26.3
Satkhira,2019-11-03,26.4
Satkhira,2019-11-04,26.4
Satkhira,2019-11-05,26.2
Satkhira,2019-11-06,24.7
Satkhira,2019-11-07,24.5
Satkhira,2019-11-08,24
Satkhira,2019-11-09,23.9
Satkhira,2019-11-10,24.2
Satkhira,2019-11-11,25.5
Satkhira,2019-11-12,24.9
Satkhira,2019-11-13,24.5
Satkhira,2019-11-14,25.1
Satkhira,2019-11-15,25.5
Satkhira,2019-11-16,25.2
Satkhira,2019-11-17,24.2
Satkhira,2019-11-18,24
Satkhira,2019-11-19,23.2
Satkhira,2019-11-20,22.8
Satkhira,2019-11-21,22.6
Satkhira,2019-11-22,22.8
Satkhira,2019-11-23,22.4
Satkhira,2019-11-24,22.5
Satkhira,2019-11-25,23
Satkhira,2019-11-26,23.6
Satkhira,2019-11-27,23.9
Satkhira,2019-11-28,24
Satkhira,2019-11-29,23.8
Satkhira,2019-11-30,23.2
Satkhira,2019-12-01,22.1
Satkhira,2019-12-02,21.1
Satkhira,2019-12-03,20
Satkhira,2019-12-04,19.9
Satkhira,2019-12-05,20.6
Satkhira,2019-12-06,22.7
Satkhira,2019-12-07,22.8
Satkhira,2019-12-08,22.7
Satkhira,2019-12-09,21.3
Satkhira,2019-12-10,20.7
Satkhira,2019-12-11,21.1
Satkhira,2019-12-12,21.6
Satkhira,2019-12-13,21.1
Satkhira,2019-12-14,21.5
Satkhira,2019-12-15,21.3
Satkhira,2019-12-16,21.1
Satkhira,2019-12-17,20.4
Satkhira,2019-12-18,17.3
Satkhira,2019-12-19,15.3
Satkhira,2019-12-20,14.3
Satkhira,2019-12-21,15
Satkhira,2019-12-22,16.1
Satkhira,2019-12-23,17.4
Satkhira,2019-12-24,16
Satkhira,2019-12-25,17.7
Satkhira,2019-12-26,15.6
Satkhira,2019-12-27,15.2
Satkhira,2019-12-28,15
Satkhira,2019-12-29,16.6
Satkhira,2019-12-30,16.1
Satkhira,2019-12-31,16.7
Satkhira,2020-01-01,18.4
Satkhira,2020-01-02,19.8
Satkhira,2020-01-03,17.8
Satkhira,2020-01-04,18.5
Satkhira,2020-01-05,17.8
Satkhira,2020-01-06,16.6
Satkhira,2020-01-07,15.7
Satkhira,2020-01-08,17.5
Satkhira,2020-01-09,18.7
Satkhira,2020-01-10,17.4
Satkhira,2020-01-11,16
Satkhira,2020-01-12,16.2
Satkhira,2020-01-13,15.8
Satkhira,2020-01-14,17.3
Satkhira,2020-01-15,18.3
Satkhira,2020-01-16,19.9
Satkhira,2020-01-17,20.7
Satkhira,2020-01-18,20.6
Satkhira,2020-01-19,21.1
Satkhira,2020-01-20,17.9
Satkhira,2020-01-21,17.1
Satkhira,2020-01-22,18.2
Satkhira,2020-01-23,19.2
Satkhira,2020-01-24,17.2
Satkhira,2020-01-25,16.3
Satkhira,2020-01-26,17.1
Satkhira,2020-01-27,16.8
Satkhira,2020-01-28,18.6
Satkhira,2020-01-29,20
Satkhira,2020-01-30,20.1
Satkhira,2020-01-31,18.9
Satkhira,2020-02-01,18.3
Satkhira,2020-02-02,17.1
Satkhira,2020-02-03,16.9
Satkhira,2020-02-04,18
Satkhira,2020-02-05,19.7
Satkhira,2020-02-06,19.9
Satkhira,2020-02-07,19.7
Satkhira,2020-02-08,18.6
Satkhira,2020-02-09,19.6
Satkhira,2020-02-10,18.1
Satkhira,2020-02-11,18.2
Satkhira,2020-02-12,18.1
Satkhira,2020-02-13,19
Satkhira,2020-02-14,20.9
Satkhira,2020-02-15,21.1
Satkhira,2020-02-16,21.4
Satkhira,2020-02-17,21.5
Satkhira,2020-02-18,21.8
Satkhira,2020-02-19,21.8
Satkhira,2020-02-20,22.6
Satkhira,2020-02-21,23.1
Satkhira,2020-02-22,22.9
Satkhira,2020-02-23,23.5
Satkhira,2020-02-24,22.4
Satkhira,2020-02-25,19.7
Satkhira,2020-02-26,21.5
Satkhira,2020-02-27,22
Satkhira,2020-02-28,21.6
Satkhira,2020-03-01,23.4
Satkhira,2020-03-02,24.7
Satkhira,2020-03-03,24
Satkhira,2020-03-04,25
Satkhira,2020-03-05,23.2
Satkhira,2020-03-06,24.4
Satkhira,2020-03-07,23
Satkhira,2020-03-08,24.5
Satkhira,2020-03-09,23.6
Satkhira,2020-03-10,23.9
Satkhira,2020-03-11,26.3
Satkhira,2020-03-12,26.9
Satkhira,2020-03-13,28.4
Satkhira,2020-03-14,25.1
Satkhira,2020-03-15,24.5
Satkhira,2020-03-16,25.9
Satkhira,2020-03-17,26.4
Satkhira,2020-03-18,25.6
Satkhira,2020-03-19,26.4
Satkhira,2020-03-20,25.2
Satkhira,2020-03-21,25.6
Satkhira,2020-03-22,23.8
Satkhira,2020-03-23,26.2
Satkhira,2020-03-24,26.1
Satkhira,2020-03-25,27.5
Satkhira,2020-03-26,27.8
Satkhira,2020-03-27,28.5
Satkhira,2020-03-28,29.7
Satkhira,2020-03-29,28.2
Satkhira,2020-03-30,28.3
Satkhira,2020-03-31,27.6
Satkhira,2020-04-01,30.1
Satkhira,2020-04-02,30.4
Satkhira,2020-04-03,30.4
Satkhira,2020-04-04,30.5
Satkhira,2020-04-05,30.4
Satkhira,2020-04-06,29.8
Satkhira,2020-04-07,30.7
Satkhira,2020-04-08,29
Satkhira,2020-04-09,28.8
Satkhira,2020-04-10,29.8
Satkhira,2020-04-11,28.9
Satkhira,2020-04-12,28.5
Satkhira,2020-04-13,30.1
Satkhira,2020-04-14,30.9
Satkhira,2020-04-15,28.3
Satkhira,2020-04-16,29.1
Satkhira,2020-04-17,31.1
Satkhira,2020-04-18,30
Satkhira,2020-04-19,30.1
Satkhira,2020-04-20,29.9
Satkhira,2020-04-21,24.9
Satkhira,2020-04-22,27.6
Satkhira,2020-04-23,27.3
Satkhira,2020-04-24,27
Satkhira,2020-04-25,28.6
Satkhira,2020-04-26,25.9
Satkhira,2020-04-27,26.4
Satkhira,2020-04-28,26.2
Satkhira,2020-04-29,27.5
Satkhira,2020-04-30,28.1
Satkhira,2020-05-01,25.5
Satkhira,2020-05-02,27
Satkhira,2020-05-03,28.6
Satkhira,2020-05-04,29.3
Satkhira,2020-05-05,30.1
Satkhira,2020-05-06,25.9
Satkhira,2020-05-07,27.6
Satkhira,2020-05-08,29.6
Satkhira,2020-05-09,31.5
Satkhira,2020-05-10,30.4
Satkhira,2020-05-11,28.5
Satkhira,2020-05-12,30.6
Satkhira,2020-05-13,31.5
Satkhira,2020-05-14,31.5
Satkhira,2020-05-15,31.8
Satkhira,2020-05-16,32.3
Satkhira,2020-05-17,32.1
Satkhira,2020-05-18,31.9
Satkhira,2020-05-19,28.3
Satkhira,2020-05-20,26.2
Satkhira,2020-05-21,25.8
Satkhira,2020-05-22,29.9
Satkhira,2020-05-23,31
Satkhira,2020-05-24,31.2
Satkhira,2020-05-25,31
Satkhira,2020-05-26,30.6
Satkhira,2020-05-27,25.9
Satkhira,2020-05-28,25.1
Satkhira,2020-05-29,30.1
Satkhira,2020-05-30,26.5
Satkhira,2020-05-31,28.4
Satkhira,2020-06-01,29.8
Satkhira,2020-06-02,28.8
Satkhira,2020-06-03,31
Satkhira,2020-06-04,30.9
Satkhira,2020-06-05,30.5
Satkhira,2020-06-06,30.7
Satkhira,2020-06-07,30.3
Satkhira,2020-06-08,31.1
Satkhira,2020-06-09,32.3
Satkhira,2020-06-10,30.1
Satkhira,2020-06-11,29.5
Satkhira,2020-06-12,27.7
Satkhira,2020-06-13,29.4
Satkhira,2020-06-14,29.1
Satkhira,2020-06-15,29.5
Satkhira,2020-06-16,29.2
Satkhira,2020-06-17,27.7
Satkhira,2020-06-18,28.3
Satkhira,2020-06-19,29.6
Satkhira,2020-06-20,30.4
Satkhira,2020-06-21,28.9
Satkhira,2020-06-22,30.5
Satkhira,2020-06-23,29.6
Satkhira,2020-06-24,31.6
Satkhira,2020-06-25,31.4
Satkhira,2020-06-26,31.3
Satkhira,2020-06-27,29.1
Satkhira,2020-06-28,28.4
Satkhira,2020-06-29,28.8
Satkhira,2020-06-30,30.7
Satkhira,2020-07-01,31.7
Satkhira,2020-07-02,31.8
Satkhira,2020-07-03,31.2
Satkhira,2020-07-04,30.4
Satkhira,2020-07-05,29.3
Satkhira,2020-07-06,29.1
Satkhira,2020-07-07,30.2
Satkhira,2020-07-08,30.3
Satkhira,2020-07-09,31.3
Satkhira,2020-07-10,31.4
Satkhira,2020-07-11,29.6
Satkhira,2020-07-12,29.1
Satkhira,2020-07-13,29.5
Satkhira,2020-07-14,30.3
Satkhira,2020-07-15,29.5
Satkhira,2020-07-16,30.4
Satkhira,2020-07-17,30.8
Satkhira,2020-07-18,31
Satkhira,2020-07-19,31.2
Satkhira,2020-07-20,29.8
Satkhira,2020-07-21,27.9
Satkhira,2020-07-22,27.4
Satkhira,2020-07-23,27.9
Satkhira,2020-07-24,28.2
Satkhira,2020-07-25,30.3
Satkhira,2020-07-26,31.7
Satkhira,2020-07-27,30.1
Satkhira,2020-07-28,29.6
Satkhira,2020-07-29,30.1
Satkhira,2020-07-30,30.8
Satkhira,2020-07-31,31.1
Satkhira,2020-08-01,32.3
Satkhira,2020-08-02,32.1
Satkhira,2020-08-03,32.8
Satkhira,2020-08-04,27.9
Satkhira,2020-08-05,28.3
Satkhira,2020-08-06,28.8
Satkhira,2020-08-07,29.9
Satkhira,2020-08-08,30.5
Satkhira,2020-08-09,30.5
Satkhira,2020-08-10,30.6
Satkhira,2020-08-11,30.8
Satkhira,2020-08-12,31
Satkhira,2020-08-13,31.1
Satkhira,2020-08-14,30.4
Satkhira,2020-08-15,28.9
Satkhira,2020-08-16,29.2
Satkhira,2020-08-17,28.9
Satkhira,2020-08-18,28.5
Satkhira,2020-08-19,28.5
Satkhira,2020-08-20,27.7
Satkhira,2020-08-21,27.2
Satkhira,2020-08-22,28.4
Satkhira,2020-08-23,28.6
Satkhira,2020-08-24,30
Satkhira,2020-08-25,29.8
Satkhira,2020-08-26,27.6
Satkhira,2020-08-27,27.7
Satkhira,2020-08-28,29.6
Satkhira,2020-08-29,30.6
Satkhira,2020-08-30,31.1
Satkhira,2020-08-31,30.8
Satkhira,2020-09-01,27
Satkhira,2020-09-02,29.4
Satkhira,2020-09-03,29.9
Satkhira,2020-09-04,30.9
Satkhira,2020-09-05,31.1
Satkhira,2020-09-06,31
Satkhira,2020-09-07,31
Satkhira,2020-09-08,31.2
Satkhira,2020-09-09,31.2
Satkhira,2020-09-10,29.4
Satkhira,2020-09-11,30.3
Satkhira,2020-09-12,30.9
Satkhira,2020-09-13,30.7
Satkhira,2020-09-14,30.7
Satkhira,2020-09-15,29.3
Satkhira,2020-09-16,30.3
Satkhira,2020-09-17,31.1
Satkhira,2020-09-18,30.6
Satkhira,2020-09-19,31.5
Satkhira,2020-09-20,29.8
Satkhira,2020-09-21,28.2
Satkhira,2020-09-22,29.2
Satkhira,2020-09-23,27.8
Satkhira,2020-09-24,28.3
Satkhira,2020-09-25,28
Satkhira,2020-09-26,28.4
Satkhira,2020-09-27,29.8
Satkhira,2020-09-28,30.3
Satkhira,2020-09-29,30.9
Satkhira,2020-09-30,30.9
Satkhira,2020-10-01,29.7
